State,Industry,Measure,Year,Pivot Field Values
Texas,Support activities for transportation,     Business Establishments,2016,4592
Texas,Support activities for transportation,Transportation Employees,2016,89759
Utah,Support activities for transportation,     Annual Payroll (thousands),2016,258023
Utah,Support activities for transportation,     Business Establishments,2016,452
Utah,Support activities for transportation,Transportation Employees,2016,5186
Vermont,Support activities for transportation,     Annual Payroll (thousands),2016,48951
Vermont,Support activities for transportation,     Business Establishments,2016,96
Vermont,Support activities for transportation,Transportation Employees,2016,989
Virginia,Support activities for transportation,     Annual Payroll (thousands),2016,1158528
Virginia,Support activities for transportation,     Business Establishments,2016,1013
Virginia,Support activities for transportation,Transportation Employees,2016,20502
Washington,Support activities for transportation,     Annual Payroll (thousands),2016,1601346
Washington,Support activities for transportation,     Business Establishments,2016,1337
Washington,Support activities for transportation,Transportation Employees,2016,24744
West Virginia,Support activities for transportation,     Annual Payroll (thousands),2016,114566
West Virginia,Support activities for transportation,     Business Establishments,2016,218
West Virginia,Support activities for transportation,Transportation Employees,2016,2505
Wisconsin,Support activities for transportation,     Annual Payroll (thousands),2016,254863
Wisconsin,Support activities for transportation,     Business Establishments,2016,517
Wisconsin,Support activities for transportation,Transportation Employees,2016,5983
Wyoming,Support activities for transportation,     Annual Payroll (thousands),2016,64914
Wyoming,Support activities for transportation,     Business Establishments,2016,151
Wyoming,Support activities for transportation,Transportation Employees,2016,1320
Alabama,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,149583
Alabama,Transit and ground passenger transportation,     Business Establishments,2016,243
Alabama,Transit and ground passenger transportation,Transportation Employees,2016,6753
Alaska,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,40660
Alaska,Transit and ground passenger transportation,     Business Establishments,2016,68
Alaska,Transit and ground passenger transportation,Transportation Employees,2016,1464
Arizona,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,310729
Arizona,Transit and ground passenger transportation,     Business Establishments,2016,250
Arizona,Transit and ground passenger transportation,Transportation Employees,2016,9093
Arkansas,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,48665
Arkansas,Transit and ground passenger transportation,     Business Establishments,2016,116
Arkansas,Transit and ground passenger transportation,Transportation Employees,2016,2051
California,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,4318984
California,Transit and ground passenger transportation,     Business Establishments,2016,2033
California,Transit and ground passenger transportation,Transportation Employees,2016,79655
Colorado,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,347960
Colorado,Transit and ground passenger transportation,     Business Establishments,2016,291
Colorado,Transit and ground passenger transportation,Transportation Employees,2016,8546
Connecticut,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,516158
Connecticut,Transit and ground passenger transportation,     Business Establishments,2016,421
Connecticut,Transit and ground passenger transportation,Transportation Employees,2016,14968
Delaware,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,41011
Delaware,Transit and ground passenger transportation,     Business Establishments,2016,144
Delaware,Transit and ground passenger transportation,Transportation Employees,2016,1954
Florida,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,636533
Florida,Transit and ground passenger transportation,     Business Establishments,2016,1278
Florida,Transit and ground passenger transportation,Transportation Employees,2016,18988
Georgia,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,504950
Georgia,Transit and ground passenger transportation,     Business Establishments,2016,411
Georgia,Transit and ground passenger transportation,Transportation Employees,2016,14748
Hawaii,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,67003
Hawaii,Transit and ground passenger transportation,     Business Establishments,2016,137
Hawaii,Transit and ground passenger transportation,Transportation Employees,2016,2695
Idaho,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,46988
Idaho,Transit and ground passenger transportation,     Business Establishments,2016,117
Idaho,Transit and ground passenger transportation,Transportation Employees,2016,2325
Illinois,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,1441940
Illinois,Transit and ground passenger transportation,     Business Establishments,2016,1330
Illinois,Transit and ground passenger transportation,Transportation Employees,2016,40518
Indiana,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,255962
Indiana,Transit and ground passenger transportation,     Business Establishments,2016,318
Indiana,Transit and ground passenger transportation,Transportation Employees,2016,9833
Iowa,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,121204
Iowa,Transit and ground passenger transportation,     Business Establishments,2016,199
Iowa,Transit and ground passenger transportation,Transportation Employees,2016,5040
Kansas,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,89007
Kansas,Transit and ground passenger transportation,     Business Establishments,2016,134
Kansas,Transit and ground passenger transportation,Transportation Employees,2016,4338
Kentucky,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,122983
Kentucky,Transit and ground passenger transportation,     Business Establishments,2016,147
Kentucky,Transit and ground passenger transportation,Transportation Employees,2016,4023
Louisiana,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,134958
Louisiana,Transit and ground passenger transportation,     Business Establishments,2016,224
Louisiana,Transit and ground passenger transportation,Transportation Employees,2016,4630
Maine,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,65062
Maine,Transit and ground passenger transportation,     Business Establishments,2016,169
Maine,Transit and ground passenger transportation,Transportation Employees,2016,2609
Maryland,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,360573
Maryland,Transit and ground passenger transportation,     Business Establishments,2016,712
Maryland,Transit and ground passenger transportation,Transportation Employees,2016,11707
Massachusetts,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,774076
Massachusetts,Transit and ground passenger transportation,     Business Establishments,2016,910
Massachusetts,Transit and ground passenger transportation,Transportation Employees,2016,23954
Michigan,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,379345
Michigan,Transit and ground passenger transportation,     Business Establishments,2016,444
Michigan,Transit and ground passenger transportation,Transportation Employees,2016,12884
Minnesota,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,539986
Minnesota,Transit and ground passenger transportation,     Business Establishments,2016,577
Minnesota,Transit and ground passenger transportation,Transportation Employees,2016,19163
Mississippi,Transit and ground passenger transportation,     Annual Payroll (thousands),2016,47374
